Variable,Value,ValueDescription,QuestionOrMeaning,FreeText,Type
Q17_5,-9,Not applicable,Can different zones of the house be independently heated to different temperatures at different times?,FALSE,Primary
Q17_5,-3,Prefer not to say,Can different zones of the house be independently heated to different temperatures at different times?,FALSE,Primary
Q17_5,-2,No answer,Can different zones of the house be independently heated to different temperatures at different times?,FALSE,Primary
Q17_5,-1,Don't know,Can different zones of the house be independently heated to different temperatures at different times?,FALSE,Primary
Q17_5,0,No,Can different zones of the house be independently heated to different temperatures at different times?,FALSE,Primary
Q17_5,1,Yes,Can different zones of the house be independently heated to different temperatures at different times?,FALSE,Primary
Q17_6,-9,Not applicable,Can the boiler flow temperature be adjusted?,FALSE,Primary
Q17_6,-3,Prefer not to say,Can the boiler flow temperature be adjusted?,FALSE,Primary
Q17_6,-2,No answer,Can the boiler flow temperature be adjusted?,FALSE,Primary
Q17_6,-1,Don't know,Can the boiler flow temperature be adjusted?,FALSE,Primary
Q17_6,0,No,Can the boiler flow temperature be adjusted?,FALSE,Primary
Q17_6,1,Yes,Can the boiler flow temperature be adjusted?,FALSE,Primary
Q17_7,-9,Not applicable,Does your household have heating controls? No,FALSE,Primary
Q17_7,-3,Prefer not to say,Does your household have heating controls? No,FALSE,Primary
Q17_7,-2,No answer,Does your household have heating controls? No,FALSE,Primary
Q17_7,-1,Don't know,Does your household have heating controls? No,FALSE,Primary
Q17_7,0,No,Does your household have heating controls? No,FALSE,Primary
Q17_7,1,Yes,Does your household have heating controls? No,FALSE,Primary
Q17_8,-9,Not applicable,Does your household have heating controls? Don't know,FALSE,Primary
Q17_8,-3,Prefer not to say,Does your household have heating controls? Don't know,FALSE,Primary
Q17_8,-2,No answer,Does your household have heating controls? Don't know,FALSE,Primary
Q17_8,-1,Don't know,Does your household have heating controls? Don't know,FALSE,Primary
Q17_8,0,No,Does your household have heating controls? Don't know,FALSE,Primary
Q17_8,1,Yes,Does your household have heating controls? Don't know,FALSE,Primary
Q18_1,-9,Not applicable,Does your household have loft insulation?,FALSE,Primary
Q18_1,-3,Prefer not to say,Does your household have loft insulation?,FALSE,Primary
Q18_1,-2,No answer,Does your household have loft insulation?,FALSE,Primary
Q18_1,-1,Don't know,Does your household have loft insulation?,FALSE,Primary
Q18_1,0,No,Does your household have loft insulation?,FALSE,Primary
Q18_1,1,Yes,Does your household have loft insulation?,FALSE,Primary
Q18_2,-9,Not applicable,Does your household have cavity wall insulation?,FALSE,Primary
Q18_2,-3,Prefer not to say,Does your household have cavity wall insulation?,FALSE,Primary
Q18_2,-2,No answer,Does your household have cavity wall insulation?,FALSE,Primary
Q18_2,-1,Don't know,Does your household have cavity wall insulation?,FALSE,Primary
Q18_2,0,No,Does your household have cavity wall insulation?,FALSE,Primary
Q18_2,1,Yes,Does your household have cavity wall insulation?,FALSE,Primary
Q18_3,-9,Not applicable,Does your household have solid wall insulation?,FALSE,Primary
Q18_3,-3,Prefer not to say,Does your household have solid wall insulation?,FALSE,Primary
Q18_3,-2,No answer,Does your household have solid wall insulation?,FALSE,Primary
Q18_3,-1,Don't know,Does your household have solid wall insulation?,FALSE,Primary
Q18_3,0,No,Does your household have solid wall insulation?,FALSE,Primary
Q18_3,1,Yes,Does your household have solid wall insulation?,FALSE,Primary
Q18_4,-9,Not applicable,Does your household have underfloor insulation?,FALSE,Primary
Q18_4,-3,Prefer not to say,Does your household have underfloor insulation?,FALSE,Primary
Q18_4,-2,No answer,Does your household have underfloor insulation?,FALSE,Primary
Q18_4,-1,Don't know,Does your household have underfloor insulation?,FALSE,Primary
Q18_4,0,No,Does your household have underfloor insulation?,FALSE,Primary
Q18_4,1,Yes,Does your household have underfloor insulation?,FALSE,Primary
Q18_5,-9,Not applicable,Does your household have double or secondary glazed windows?,FALSE,Primary
Q18_5,-3,Prefer not to say,Does your household have double or secondary glazed windows?,FALSE,Primary
Q18_5,-2,No answer,Does your household have double or secondary glazed windows?,FALSE,Primary
Q18_5,-1,Don't know,Does your household have double or secondary glazed windows?,FALSE,Primary
Q18_5,0,No,Does your household have double or secondary glazed windows?,FALSE,Primary
Q18_5,1,Yes,Does your household have double or secondary glazed windows?,FALSE,Primary
Q18_6,-9,Not applicable,"Does your household have draughtproofing on windows, doors and/or chimneys?",FALSE,Primary
Q18_6,-3,Prefer not to say,"Does your household have draughtproofing on windows, doors and/or chimneys?",FALSE,Primary
Q18_6,-2,No answer,"Does your household have draughtproofing on windows, doors and/or chimneys?",FALSE,Primary
Q18_6,-1,Don't know,"Does your household have draughtproofing on windows, doors and/or chimneys?",FALSE,Primary
Q18_6,0,No,"Does your household have draughtproofing on windows, doors and/or chimneys?",FALSE,Primary
Q18_6,1,Yes,"Does your household have draughtproofing on windows, doors and/or chimneys?",FALSE,Primary
Q18_7,-9,Not applicable,Other type of insulation?,FALSE,Primary
Q18_7,-3,Prefer not to say,Other type of insulation?,FALSE,Primary
Q18_7,-2,No answer,Other type of insulation?,FALSE,Primary
Q18_7,-1,Don't know,Other type of insulation?,FALSE,Primary
Q18_7,0,No,Other type of insulation?,FALSE,Primary
Q18_7,1,Yes,Other type of insulation?,FALSE,Primary
Q18_8,-9,Not applicable,Don't know if house has any insulation.,FALSE,Primary
Q18_8,-3,Prefer not to say,Don't know if house has any insulation.,FALSE,Primary
Q18_8,-2,No answer,Don't know if house has any insulation.,FALSE,Primary
Q18_8,-1,Don't know,Don't know if house has any insulation.,FALSE,Primary
Q18_8,0,No,Don't know if house has any insulation.,FALSE,Primary
Q18_8,1,Yes,Don't know if house has any insulation.,FALSE,Primary
Q18_9,-9,Not applicable,None of the above types of insulation.,FALSE,Primary
Q18_9,-3,Prefer not to say,None of the above types of insulation.,FALSE,Primary
Q18_9,-2,No answer,None of the above types of insulation.,FALSE,Primary
Q18_9,-1,Don't know,None of the above types of insulation.,FALSE,Primary
Q18_9,0,No,None of the above types of insulation.,FALSE,Primary
Q18_9,1,Yes,None of the above types of insulation.,FALSE,Primary
Q19,-9,Not applicable,How much effort do you say your household makes to limit energy usage,FALSE,Primary
Q19,-3,Prefer not to say,How much effort do you say your household makes to limit energy usage,FALSE,Primary
Q19,-2,No answer,How much effort do you say your household makes to limit energy usage,FALSE,Primary
Q19,-1,Don't know,How much effort do you say your household makes to limit energy usage,FALSE,Primary
Q19,1,A great deal of effort,How much effort do you say your household makes to limit energy usage,FALSE,Primary
Q19,2,Some effort,How much effort do you say your household makes to limit energy usage,FALSE,Primary
Q19,3,A little effort,How much effort do you say your household makes to limit energy usage,FALSE,Primary
Q19,4,No effort at all,How much effort do you say your household makes to limit energy usage,FALSE,Primary
Q20_1,-9,Not applicable,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the electric oven at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_1,-3,Prefer not to say,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the electric oven at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_1,-2,No answer,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the electric oven at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_1,-1,Don't know,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the electric oven at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_1,0,No,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the electric oven at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_1,1,Yes,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the electric oven at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_10,-9,Not applicable,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the combined clothes washer dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_10,-3,Prefer not to say,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the combined clothes washer dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_10,-2,No answer,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the combined clothes washer dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_10,-1,Don't know,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the combined clothes washer dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_10,0,No,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the combined clothes washer dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_10,1,Yes,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the combined clothes washer dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_11,-9,Not applicable,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the washing machine at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_11,-3,Prefer not to say,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the washing machine at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_11,-2,No answer,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the washing machine at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_11,-1,Don't know,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the washing machine at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_11,0,No,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the washing machine at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_11,1,Yes,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the washing machine at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_12,-9,Not applicable,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the tumble dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_12,-3,Prefer not to say,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the tumble dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_12,-2,No answer,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the tumble dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
Q20_12,-1,Don't know,"When you are working or engaging in other activities (e.g. childcare) from home on weekdays, do you tend to use the tumble dryer at a different time of day compared to weekdays when you are away from home?",FALSE,Primary
